,Index,label_longname,Type
365,45,TK_IMPROAD_0.8_TK_ROOF_1.2_TK_WALL_0.8_CV_ROOF_0.8_CV_WALL_1.2_CV_IMPROAD_0.8,ther
366,46,TK_IMPROAD_0.8_TK_ROOF_1.2_TK_WALL_0.8_CV_ROOF_0.8_CV_WALL_0.8_CV_IMPROAD_1.2,ther
367,47,TK_IMPROAD_0.8_TK_ROOF_1.2_TK_WALL_0.8_CV_ROOF_0.8_CV_WALL_0.8_CV_IMPROAD_0.8,ther
368,48,TK_IMPROAD_0.8_TK_ROOF_0.8_TK_WALL_1.2_CV_ROOF_1.2_CV_WALL_1.2_CV_IMPROAD_1.2,ther
369,49,TK_IMPROAD_0.8_TK_ROOF_0.8_TK_WALL_1.2_CV_ROOF_1.2_CV_WALL_1.2_CV_IMPROAD_0.8,ther
370,50,TK_IMPROAD_0.8_TK_ROOF_0.8_TK_WALL_1.2_CV_ROOF_1.2_CV_WALL_0.8_CV_IMPROAD_1.2,ther
371,51,TK_IMPROAD_0.8_TK_ROOF_0.8_TK_WALL_1.2_CV_ROOF_1.2_CV_WALL_0.8_CV_IMPROAD_0.8,ther
372,52,TK_IMPROAD_0.8_TK_ROOF_0.8_TK_WALL_1.2_CV_ROOF_0.8_CV_WALL_1.2_CV_IMPROAD_1.2,ther
373,53,TK_IMPROAD_0.8_TK_ROOF_0.8_TK_WALL_1.2_CV_ROOF_0.8_CV_WALL_1.2_CV_IMPROAD_0.8,ther
374,54,TK_IMPROAD_0.8_TK_ROOF_0.8_TK_WALL_1.2_CV_ROOF_0.8_CV_WALL_0.8_CV_IMPROAD_1.2,ther
375,55,TK_IMPROAD_0.8_TK_ROOF_0.8_TK_WALL_1.2_CV_ROOF_0.8_CV_WALL_0.8_CV_IMPROAD_0.8,ther
376,56,TK_IMPROAD_0.8_TK_ROOF_0.8_TK_WALL_0.8_CV_ROOF_1.2_CV_WALL_1.2_CV_IMPROAD_1.2,ther
377,57,TK_IMPROAD_0.8_TK_ROOF_0.8_TK_WALL_0.8_CV_ROOF_1.2_CV_WALL_1.2_CV_IMPROAD_0.8,ther
378,58,TK_IMPROAD_0.8_TK_ROOF_0.8_TK_WALL_0.8_CV_ROOF_1.2_CV_WALL_0.8_CV_IMPROAD_1.2,ther
379,59,TK_IMPROAD_0.8_TK_ROOF_0.8_TK_WALL_0.8_CV_ROOF_1.2_CV_WALL_0.8_CV_IMPROAD_0.8,ther
380,60,TK_IMPROAD_0.8_TK_ROOF_0.8_TK_WALL_0.8_CV_ROOF_0.8_CV_WALL_1.2_CV_IMPROAD_1.2,ther
381,61,TK_IMPROAD_0.8_TK_ROOF_0.8_TK_WALL_0.8_CV_ROOF_0.8_CV_WALL_1.2_CV_IMPROAD_0.8,ther
382,62,TK_IMPROAD_0.8_TK_ROOF_0.8_TK_WALL_0.8_CV_ROOF_0.8_CV_WALL_0.8_CV_IMPROAD_1.2,ther
383,63,TK_IMPROAD_0.8_TK_ROOF_0.8_TK_WALL_0.8_CV_ROOF_0.8_CV_WALL_0.8_CV_IMPROAD_0.8,ther
384,0,T_BUILDING_MIN_1.2,temp
385,1,T_BUILDING_MIN_1.15,temp
386,2,T_BUILDING_MIN_1.1,temp
387,3,T_BUILDING_MIN_1.05,temp
388,4,T_BUILDING_MIN_0.95,temp
389,5,T_BUILDING_MIN_0.9,temp
390,6,T_BUILDING_MIN_0.85,temp
391,7,T_BUILDING_MIN_0.8,temp
