time,lndgrid,urban_heat,hour,minute,index,site,date
05:00,0,-30.279825,5,0,0,AU-Pre,2004-05-23 05:00:00
05:30,0,-28.58792,5,30,0,AU-Pre,2004-05-23 05:30:00
06:00,0,-20.750263,6,0,0,AU-Pre,2004-05-23 06:00:00
06:30,0,-22.398386,6,30,0,AU-Pre,2004-05-23 06:30:00
07:00,0,-33.783703,7,0,0,AU-Pre,2004-05-23 07:00:00
07:30,0,-36.369587,7,30,0,AU-Pre,2004-05-23 07:30:00
08:00,0,-29.745495,8,0,0,AU-Pre,2004-05-23 08:00:00
08:30,0,-31.292355,8,30,0,AU-Pre,2004-05-23 08:30:00
09:00,0,-29.15253,9,0,0,AU-Pre,2004-05-23 09:00:00
09:30,0,-26.733284,9,30,0,AU-Pre,2004-05-23 09:30:00
10:00,0,-28.485523,10,0,0,AU-Pre,2004-05-23 10:00:00
10:30,0,-18.123213,10,30,0,AU-Pre,2004-05-23 10:30:00
11:00,0,-15.8353615,11,0,0,AU-Pre,2004-05-23 11:00:00
11:30,0,-22.018013,11,30,0,AU-Pre,2004-05-23 11:30:00
12:00,0,-28.676474,12,0,0,AU-Pre,2004-05-23 12:00:00
12:30,0,-29.89456,12,30,0,AU-Pre,2004-05-23 12:30:00
13:00,0,-34.594856,13,0,0,AU-Pre,2004-05-23 13:00:00
13:30,0,-28.014824,13,30,0,AU-Pre,2004-05-23 13:30:00
14:00,0,-17.375565,14,0,0,AU-Pre,2004-05-23 14:00:00
14:30,0,-24.20488,14,30,0,AU-Pre,2004-05-23 14:30:00
15:00,0,-15.487642,15,0,0,AU-Pre,2004-05-23 15:00:00
15:30,0,-30.16914,15,30,0,AU-Pre,2004-05-23 15:30:00
16:00,0,-24.43928,16,0,0,AU-Pre,2004-05-23 16:00:00
16:30,0,-29.123781,16,30,0,AU-Pre,2004-05-23 16:30:00
17:00,0,-25.118216,17,0,0,AU-Pre,2004-05-23 17:00:00
17:30,0,-18.703884,17,30,0,AU-Pre,2004-05-23 17:30:00
18:00,0,-22.759245,18,0,0,AU-Pre,2004-05-23 18:00:00
18:30,0,-19.42398,18,30,0,AU-Pre,2004-05-23 18:30:00
19:00,0,-13.849384,19,0,0,AU-Pre,2004-05-23 19:00:00
19:30,0,-19.016191,19,30,0,AU-Pre,2004-05-23 19:30:00
20:00,0,-19.199085,20,0,0,AU-Pre,2004-05-23 20:00:00
20:30,0,-13.326418,20,30,0,AU-Pre,2004-05-23 20:30:00
21:00,0,-10.689556,21,0,0,AU-Pre,2004-05-23 21:00:00
21:30,0,-12.374576,21,30,0,AU-Pre,2004-05-23 21:30:00
22:00,0,-8.9896345,22,0,0,AU-Pre,2004-05-23 22:00:00
22:30,0,-1.0332843,22,30,0,AU-Pre,2004-05-23 22:30:00
23:00,0,1.0031377,23,0,0,AU-Pre,2004-05-23 23:00:00
23:30,0,2.2573235,23,30,0,AU-Pre,2004-05-23 23:30:00
00:00,0,2.5566936,0,0,0,AU-Pre,2004-05-24 00:00:00
00:30,0,4.2014127,0,30,0,AU-Pre,2004-05-24 00:30:00
01:00,0,23.708393,1,0,0,AU-Pre,2004-05-24 01:00:00
01:30,0,76.159584,1,30,0,AU-Pre,2004-05-24 01:30:00
02:00,0,68.22423,2,0,0,AU-Pre,2004-05-24 02:00:00
02:30,0,85.93645,2,30,0,AU-Pre,2004-05-24 02:30:00
03:00,0,56.60505,3,0,0,AU-Pre,2004-05-24 03:00:00
03:30,0,97.61658,3,30,0,AU-Pre,2004-05-24 03:30:00
04:00,0,65.87914,4,0,0,AU-Pre,2004-05-24 04:00:00
04:30,0,85.93723,4,30,0,AU-Pre,2004-05-24 04:30:00
05:00,0,68.92551,5,0,0,AU-Pre,2004-05-24 05:00:00
05:30,0,32.86072,5,30,0,AU-Pre,2004-05-24 05:30:00
06:00,0,32.141502,6,0,0,AU-Pre,2004-05-24 06:00:00
